CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
30665483030368	Orange	Huntington Beach Union High	Coast High	0	0	0	0	0	0	9	0	0	9	1415
30665483031895	Orange	Huntington Beach Union High	Edison High	38	32	55	3	4	3	229	4	5	373	1415
30665483032158	Orange	Huntington Beach Union High	Fountain Valley High	66	19	363	2	8	3	162	4	5	632	1415
30665483032943	Orange	Huntington Beach Union High	Huntington Beach High	44	39	56	0	5	1	279	10	23	457	1415
30665483034410	Orange	Huntington Beach Union High	Marina High	48	18	64	1	1	3	176	3	8	322	1415
30665483038445	Orange	Huntington Beach Union High	Westminster High	95	7	193	3	3	1	8	1	1	312	1415
30665483038551	Orange	Huntington Beach Union High	Valley Vista High (Continuation)	1	0	0	0	0	0	0	0	0	1	1415
30665550000001	Orange	Laguna Beach Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
30665553033206	Orange	Laguna Beach Unified	Laguna Beach High	12	0	3	0	0	1	142	2	0	160	1415
30665970000001	Orange	Newport-Mesa Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
30665970111666	Orange	Newport-Mesa Unified	Early College High	16	1	2	1	0	0	8	0	0	28	1415
30665973030186	Orange	Newport-Mesa Unified	Monte Vista High	0	0	0	0	0	0	1	0	0	1	1415
30665973031697	Orange	Newport-Mesa Unified	Corona del Mar High	12	1	34	1	2	1	285	5	0	341	1415
30665973031853	Orange	Newport-Mesa Unified	Costa Mesa High	38	0	7	1	5	2	24	2	0	79	1415
30665973032000	Orange	Newport-Mesa Unified	Estancia High	113	0	1	2	4	3	43	1	0	167	1415
30665973034907	Orange	Newport-Mesa Unified	Back Bay High	0	0	0	0	0	0	2	0	0	2	1415
30665973035045	Orange	Newport-Mesa Unified	Newport Harbor High	74	1	10	2	3	2	226	1	0	319	1415
30666210114769	Orange	Orange Unified	OUSD Community Day	0	0	0	0	0	0	0	0	0	0	1415
30666210118174	Orange	Orange Unified	OUSD Home Sch	0	0	0	0	0	0	0	0	0	0	1415
30666213030046	Orange	Orange Unified	Canyon High	43	3	83	1	13	7	158	11	1	320	1415
30666213031952	Orange	Orange Unified	El Modena High	79	0	28	0	0	0	72	2	0	181	1415
30666213035409	Orange	Orange Unified	Orange High	9	0	2	0	0	0	1	1	0	13	1415
30666213035748	Orange	Orange Unified	Richland Continuation High	0	0	0	0	0	0	0	0	0	0	1415
30666213038098	Orange	Orange Unified	Villa Park High	49	0	32	2	12	2	102	7	2	208	1415
30666470119404	Orange	Placentia-Yorba Linda Unified	Yorba Linda High	42	0	64	0	8	4	185	4	1	308	1415
30666473030053	Orange	Placentia-Yorba Linda Unified	Esperanza High	48	2	40	0	2	6	132	0	1	231	1415
30666473030483	Orange	Placentia-Yorba Linda Unified	La Entrada High	1	0	0	0	0	0	6	0	0	7	1415
30666473031929	Orange	Placentia-Yorba Linda Unified	El Dorado High	39	0	24	0	3	9	139	4	1	219	1415
30666473031945	Orange	Placentia-Yorba Linda Unified	El Camino Real Continuation High	0	0	0	0	0	0	1	0	0	1	1415
30666473038023	Orange	Placentia-Yorba Linda Unified	Valencia High	101	2	90	2	10	6	78	3	2	294	1415
30666476119556	Orange	Placentia-Yorba Linda Unified	Parkview	1	0	0	0	0	0	7	0	0	8	1415
30666700000001	Orange	Santa Ana Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
30666700106567	Orange	Santa Ana Unified	Nova Academy	52	0	2	0	0	0	1	1	0	56	1415
30666700108365	Orange	Santa Ana Unified	Segerstrom High	231	0	38	0	5	2	4	4	0	284	1415
30666700114736	Orange	Santa Ana Unified	Hector G. Godinez	376	0	10	0	0	4	1	0	0	391	1415
30666703030475	Orange	Santa Ana Unified	Cesar E. Chavez High	1	0	0	0	0	0	0	0	0	1	1415
30666703030491	Orange	Santa Ana Unified	Century High	135	0	4	0	1	0	0	0	0	140	1415
30666703030608	Orange	Santa Ana Unified	Middle College High	71	1	2	0	0	0	0	0	0	74	1415
30666703030723	Orange	Santa Ana Unified	OCSA	61	1	48	1	7	5	168	35	0	326	1415
30666703034998	Orange	Santa Ana Unified	Lorin Griset Academy	1	0	0	0	0	0	0	0	0	1	1415
30666703035821	Orange	Santa Ana Unified	Saddleback High	105	0	10	0	1	0	3	0	0	119	1415
30666703036357	Orange	Santa Ana Unified	Santa Ana High	172	0	0	1	0	0	2	0	0	175	1415
30666703036456	Orange	Santa Ana Unified	Valley High	188	0	7	1	2	0	0	0	0	198	1415
30736350000001	Orange	Saddleback Valley Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
30736353030061	Orange	Saddleback Valley Unified	El Toro High	55	2	26	2	17	6	181	12	2	303	1415
30736353030079	Orange	Saddleback Valley Unified	Silverado High	0	0	0	0	0	0	0	0	0	0	1415
30736353030244	Orange	Saddleback Valley Unified	Laguna Hills High	53	1	22	0	9	2	105	5	0	197	1415
30736353030392	Orange	Saddleback Valley Unified	Trabuco Hills High	55	2	37	0	18	2	215	24	0	353	1415
30736353030509	Orange	Saddleback Valley Unified	Mira Monte High (Alternative)	0	0	0	0	0	1	3	0	0	4	1415
30736353034956	Orange	Saddleback Valley Unified	Mission Viejo High	57	2	35	2	9	4	225	6	1	341	1415
30736430000001	Orange	Tustin Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
30736430102871	Orange	Tustin Unified	Arnold O. Beckman High	62	0	176	0	10	4	153	7	3	415	1415
30736433030590	Orange	Tustin Unified	Sycamore High (Alternative)	0	0	1	0	0	0	1	0	0	2	1415
30736433032109	Orange	Tustin Unified	Foothill High	84	0	24	0	6	4	210	9	0	337	1415
30736433032919	Orange	Tustin Unified	Hillview High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
30736433037553	Orange	Tustin Unified	Tustin High	174	1	30	3	4	5	58	1	2	278	1415
30736500000001	Orange	Irvine Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
30736503030129	Orange	Irvine Unified	Creekside High	0	0	0	0	0	0	0	0	0	0	1415
30736503030152	Orange	Irvine Unified	Irvine High	19	1	129	0	17	5	67	14	0	252	1415
30736503030285	Orange	Irvine Unified	Woodbridge High	31	0	165	0	15	3	156	21	1	392	1415
30736503030467	Orange	Irvine Unified	Alternative Education-San Joaquin High	0	0	0	0	0	0	0	0	0	0	1415
30736503030657	Orange	Irvine Unified	Northwood High	20	2	258	0	12	4	109	17	0	422	1415
30736503035102	Orange	Irvine Unified	University High	17	0	273	1	17	8	163	12	1	492	1415
30739240000001	Orange	Los Alamitos Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
30739243033917	Orange	Los Alamitos Unified	Los Alamitos High	81	1	62	5	14	13	291	17	0	484	1415
30768930130765	Orange	SBE - Magnolia Science Academy Santa Ana	Magnolia Science Academy Santa Ana	2	0	1	0	0	0	1	0	0	4	1415
31103140119214	Placer	Placer County Office of Education	CORE Placer Charter	0	0	0	0	0	0	0	0	0	0	1415
31103140126904	Placer	Placer County Office of Education	Placer County Pathways Charter	0	0	0	0	0	0	0	0	0	0	1415
31103143130101	Placer	Placer County Office of Education	Placer County Court Schools	0	0	0	0	0	0	0	0	0	0	1415
31103143130259	Placer	Placer County Office of Education	Placer County Community Schools	0	0	0	0	0	0	0	0	0	0	1415
31668450121418	Placer	Loomis Union Elementary	John Adams Academy	0	0	0	0	0	0	0	0	0	0	1415
31668940102293	Placer	Placer Union High	Foresthill High	2	0	0	0	0	0	15	0	0	17	1415
31668943130135	Placer	Placer Union High	Maidu High Independent Study	0	0	0	0	0	0	1	1	0	2	1415
31668943131687	Placer	Placer Union High	Chana High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
31668943131851	Placer	Placer Union High	Colfax High	3	1	1	0	0	0	69	2	1	77	1415
31668943132453	Placer	Placer Union High	Del Oro High	25	4	2	1	4	0	169	16	6	227	1415
31668943135704	Placer	Placer Union High	Placer High	16	0	4	0	1	0	88	8	0	117	1415
31669280116459	Placer	Roseville Joint Union High	Antelope High	49	4	33	0	19	22	167	13	1	308	1415
31669283130119	Placer	Roseville Joint Union High	Independence High (Alternative)	1	0	0	0	1	0	17	1	0	20	1415
31669283130176	Placer	Roseville Joint Union High	Woodcreek High	41	1	20	1	19	12	256	24	4	378	1415
31669283130184	Placer	Roseville Joint Union High	Granite Bay High	34	1	47	0	10	6	296	25	2	421	1415
31669283130309	Placer	Roseville Joint Union High	Adelante High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
31669283135308	Placer	Roseville Joint Union High	Oakmont High	38	3	28	1	18	6	159	11	0	264	1415
31669283136504	Placer	Roseville Joint Union High	Roseville High	59	1	14	0	16	8	191	16	0	305	1415
31669443130010	Placer	Tahoe-Truckee Unified	North Tahoe High	13	1	0	0	0	0	40	0	1	55	1415
31669443130077	Placer	Tahoe-Truckee Unified	Sierra High (Continuation)	0	0	0	0	0	1	0	0	0	1	1415
31669443130192	Placer	Tahoe-Truckee Unified	Cold Stream Alternative	0	0	0	0	0	0	0	0	0	0	1415
31669443138500	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	9	0	0	0	0	0	54	0	1	64	1415
31669510000001	Placer	Western Placer Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
31669510122507	Placer	Western Placer Unified	Partnerships for Student-Centered Learning	4	0	0	0	0	0	5	0	2	11	1415
31669513130036	Placer	Western Placer Unified	Phoenix High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
31669513130168	Placer	Western Placer Unified	Horizon Charter	2	0	0	0	1	0	4	0	1	8	1415
31669513134657	Placer	Western Placer Unified	Lincoln High	49	3	7	1	5	0	84	6	0	155	1415
31750850108084	Placer	Rocklin Unified	Whitney High	46	1	27	2	20	8	202	22	0	328	1415
31750850119487	Placer	Rocklin Unified	Western Sierra Collegiate Academy	6	0	4	0	5	0	38	3	0	56	1415
31750850128561	Placer	Rocklin Unified	Rocklin Independent Charter Academy	0	0	0	0	0	0	1	0	0	1	1415
31750853130150	Placer	Rocklin Unified	Rocklin High	37	0	14	3	12	0	222	18	1	307	1415
31750853130200	Placer	Rocklin Unified	Victory High	0	0	0	0	0	0	0	0	0	0	1415
32103220100057	Plumas	Plumas County Office of Education	Plumas County Community	0	0	0	0	0	0	0	0	0	0	1415
32669693230042	Plumas	Plumas Unified	Beckwourth (Jim) High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
32669693230083	Plumas	Plumas Unified	Plumas Charter	0	0	0	0	0	0	0	0	0	0	1415
32669693232006	Plumas	Plumas Unified	Chester Junior/Senior High	1	0	0	0	0	0	10	0	0	11	1415
32669693233509	Plumas	Plumas Unified	Greenville Junior/Senior High	0	1	0	0	0	0	2	0	0	3	1415
32669693235603	Plumas	Plumas Unified	Portola Junior/Senior High	3	0	0	0	0	0	7	0	0	10	1415
32669693236007	Plumas	Plumas Unified	Quincy Junior/Senior High	1	1	1	0	0	0	16	0	0	19	1415
33103300110833	Riverside	Riverside County Office of Education	River Springs Charter	26	3	1	0	3	4	30	5	0	72	1415
33103300125237	Riverside	Riverside County Office of Education	Riverside County Education Academy	12	0	0	1	0	4	2	0	0	19	1415
33103300128397	Riverside	Riverside County Office of Education	Come Back Kids	0	0	0	0	0	0	0	0	0	0	1415
33103300128777	Riverside	Riverside County Office of Education	Gateway College and Career Academy	0	0	0	0	0	0	0	0	0	0	1415
33103303330123	Riverside	Riverside County Office of Education	Riverside County Juvenile Court	0	0	0	0	0	0	0	0	0	0	1415
33103303331055	Riverside	Riverside County Office of Education	Riverside County Community	0	0	0	0	0	0	0	0	0	0	1415
33103306069207	Riverside	Riverside County Office of Education	Riverside County Special Education	0	0	0	0	0	0	0	0	0	0	1415
33316253330834	Riverside	California School for the Deaf-Riverside (State Sp	California School for the Deaf-Riverside	0	0	0	0	0	0	0	0	0	0	1415
33669770000001	Riverside	Alvord Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
33669770126896	Riverside	Alvord Unified	Alvord Alternative Continuation High	0	0	0	0	0	0	0	0	0	0	1415
33669773330008	Riverside	Alvord Unified	La Sierra High	151	1	29	1	18	10	48	4	0	262	1415
33669773334299	Riverside	Alvord Unified	Norte Vista High	141	1	10	0	2	3	9	1	0	167	1415
33669773337128	Riverside	Alvord Unified	Alvord Continuation High	0	0	0	0	0	0	0	0	0	0	1415
33669853330214	Riverside	Banning Unified	Banning High	54	2	4	0	1	4	6	1	0	72	1415
33669853330222	Riverside	Banning Unified	New Horizon High	0	0	0	0	0	0	0	0	0	0	1415
33669853330974	Riverside	Banning Unified	Banning Independent Study	8	0	0	0	0	0	3	0	0	11	1415
33669930000001	Riverside	Beaumont Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
33669930129882	Riverside	Beaumont Unified	21st Century Learning Institute	0	0	0	0	0	0	0	0	0	0	1415
33669933330479	Riverside	Beaumont Unified	Beaumont Senior High	99	2	10	4	21	13	84	2	0	235	1415
33669933330842	Riverside	Beaumont Unified	Glen View High	0	0	0	0	0	0	0	0	0	0	1415
33670330000001	Riverside	Corona-Norco Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
33670330110106	Riverside	Corona-Norco Unified	Orange Grove High	0	0	0	0	0	0	0	0	0	0	1415
33670330110627	Riverside	Corona-Norco Unified	Eleanor Roosevelt High	190	1	82	0	38	69	75	2	17	474	1415
33670330110759	Riverside	Corona-Norco Unified	John F. Kennedy High	60	1	18	3	4	11	47	0	0	144	1415
33670333330131	Riverside	Corona-Norco Unified	Corona-Norco Alternative	0	0	0	0	0	1	0	0	0	1	1415
33670333330446	Riverside	Corona-Norco Unified	Centennial High	181	0	62	0	24	33	76	7	1	384	1415
33670333330586	Riverside	Corona-Norco Unified	Lee V. Pollard High	1	0	0	0	0	0	0	0	0	1	1415
33670333330602	Riverside	Corona-Norco Unified	Corona Vista High	1	0	0	0	0	0	0	0	0	1	1415
33670333330701	Riverside	Corona-Norco Unified	Santiago High	160	2	64	0	22	35	260	2	0	545	1415
33670333331600	Riverside	Corona-Norco Unified	Corona High	129	2	17	1	6	8	91	1	2	257	1415
33670333334232	Riverside	Corona-Norco Unified	Norco High	94	0	12	1	2	8	124	0	0	241	1415
33670580114504	Riverside	Desert Sands Unified	Summit High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
33670580118885	Riverside	Desert Sands Unified	Shadow Hills High	156	1	0	0	2	3	26	2	0	190	1415
33670583330388	Riverside	Desert Sands Unified	Palm Desert High	53	1	12	0	7	1	126	2	4	206	1415
33670583330669	Riverside	Desert Sands Unified	La Quinta High	188	0	14	1	8	11	102	3	2	329	1415
33670583330909	Riverside	Desert Sands Unified	Horizon	3	0	0	0	0	0	0	0	0	3	1415
33670583331113	Riverside	Desert Sands Unified	Amistad High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
33670583333192	Riverside	Desert Sands Unified	Indio High	136	0	0	0	0	0	3	0	0	139	1415
33670820000001	Riverside	Hemet Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
33670820106716	Riverside	Hemet Unified	Hamilton High	5	0	0	0	0	0	10	0	0	15	1415
33670820113159	Riverside	Hemet Unified	Tahquitz High	55	1	3	0	3	11	24	3	0	100	1415
33670820128363	Riverside	Hemet Unified	College Prep High	3	0	0	0	1	0	2	0	0	6	1415
33670823330065	Riverside	Hemet Unified	Alessandro High	0	0	0	0	0	0	0	0	0	0	1415
33670823330503	Riverside	Hemet Unified	Helen Hunt Jackson College Prep High School	0	0	0	0	0	0	0	0	0	0	1415
33670823330537	Riverside	Hemet Unified	West Valley High	57	0	4	0	4	5	29	2	0	101	1415
33670823332673	Riverside	Hemet Unified	Hemet High	53	0	8	0	0	6	91	3	0	161	1415
33670900000001	Riverside	Jurupa Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
33670900114157	Riverside	Jurupa Unified	Patriot High	122	0	5	1	2	2	30	1	0	163	1415
33670900127720	Riverside	Jurupa Unified	Rivercrest Preparatory	0	0	0	0	0	0	0	0	0	0	1415
33670903330412	Riverside	Jurupa Unified	Jurupa Valley High	92	0	3	0	0	2	12	0	0	109	1415
33670903330784	Riverside	Jurupa Unified	Steps Community Day	0	0	0	0	0	0	0	0	0	0	1415
33670903334687	Riverside	Jurupa Unified	Nueva Vista Continuation High	0	0	0	0	0	0	0	0	0	0	1415
33670903337136	Riverside	Jurupa Unified	Rubidoux High	92	0	0	1	1	2	5	0	0	101	1415
33671160109843	Riverside	Menifee Union Elementary	Santa Rosa Academy	20	0	1	0	1	4	21	3	0	50	1415
33671240000001	Riverside	Moreno Valley Unified	Nonpublic, Nonsectarian Schools	1	0	0	0	0	0	0	0	0	1	1415
33671240105940	Riverside	Moreno Valley Unified	Alessandro	0	0	0	0	0	0	0	0	0	0	1415
33671240128868	Riverside	Moreno Valley Unified	Moreno Valley Online Academy	0	0	0	0	0	0	0	0	0	0	1415
33671243330396	Riverside	Moreno Valley Unified	Canyon Springs High	130	0	8	1	7	31	41	4	0	222	1415
33671243330438	Riverside	Moreno Valley Unified	Valley View High	110	0	14	0	9	21	25	2	0	181	1415
33671243330800	Riverside	Moreno Valley Unified	Bayside Community Day	0	0	0	0	0	0	0	0	0	0	1415
33671243331071	Riverside	Moreno Valley Unified	Vista del Lago High	71	0	4	1	7	21	7	0	0	111	1415
33671243333762	Riverside	Moreno Valley Unified	March Mountain High	2	0	0	0	0	0	0	0	0	2	1415
33671243333770	Riverside	Moreno Valley Unified	Moreno Valley High	145	0	3	2	8	19	11	1	0	189	1415
33671573331014	Riverside	Nuview Union	Nuview Bridge Early College High	0	0	0	0	0	0	0	0	0	0	1415
33671730000000	Riverside	Palm Springs Unified	District Office	0	0	0	0	0	0	0	0	0	0	1415
33671733330578	Riverside	Palm Springs Unified	Cathedral City High	130	0	4	1	5	2	13	0	0	155	1415
33671733330818	Riverside	Palm Springs Unified	Desert Hot Springs High	67	1	3	1	0	5	11	0	0	88	1415
33671733331121	Riverside	Palm Springs Unified	Mt. San Jacinto High	0	0	0	0	0	0	0	0	0	0	1415
33671733335130	Riverside	Palm Springs Unified	Palm Springs High	73	1	13	0	27	8	71	1	0	194	1415
33671813331139	Riverside	Palo Verde Unified	Twin Palms Continuation	0	0	0	0	0	0	0	0	0	0	1415
33671813335759	Riverside	Palo Verde Unified	Palo Verde High	21	1	1	0	1	2	20	0	0	46	1415
33672070000001	Riverside	Perris Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
33672070101170	Riverside	Perris Union High	California Military Institute	55	0	0	0	1	5	2	0	0	63	1415
33672070113191	Riverside	Perris Union High	Heritage High	138	1	3	1	9	20	44	8	1	225	1415
33672073330172	Riverside	Perris Union High	Perris Lake High (Continuation)	2	0	0	0	0	0	0	0	0	2	1415
33672073330727	Riverside	Perris Union High	Paloma Valley High	84	0	4	0	10	6	52	7	0	163	1415
33672073335973	Riverside	Perris Union High	Perris High	135	0	5	1	3	17	2	0	0	163	1415
33672150000001	Riverside	Riverside Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
33672150115709	Riverside	Riverside Unified	Riverside Virtual	1	0	0	0	0	0	0	0	0	1	1415
33672153330024	Riverside	Riverside Unified	Arlington High	139	3	4	2	7	12	45	1	1	214	1415
33672153330362	Riverside	Riverside Unified	Summit View Independent Study	1	0	0	0	0	0	1	0	0	2	1415
33672153330511	Riverside	Riverside Unified	Opportunity Program	0	0	0	0	0	0	0	0	0	0	1415
33672153330677	Riverside	Riverside Unified	Raincross High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
33672153330859	Riverside	Riverside Unified	Martin Luther King Jr. High	108	1	58	1	18	45	173	4	2	410	1415
33672153334406	Riverside	Riverside Unified	John W. North High	112	0	24	1	6	21	37	5	0	206	1415
33672153336237	Riverside	Riverside Unified	Polytechnic High	139	1	9	1	4	21	110	6	3	294	1415
33672153336492	Riverside	Riverside Unified	Ramona High	150	0	6	0	5	7	25	0	0	193	1415
33672153336955	Riverside	Riverside Unified	Abraham Lincoln Continuation	0	0	0	0	0	0	0	0	0	0	1415
33672493331006	Riverside	San Jacinto Unified	Mountain Heights Academy	1	0	0	0	0	0	0	0	0	1	1415
33672493337649	Riverside	San Jacinto Unified	Mountain View High	0	0	0	0	0	0	0	0	0	0	1415
33672493337656	Riverside	San Jacinto Unified	San Jacinto High	125	5	5	0	5	13	31	6	0	190	1415
33672496114748	Riverside	San Jacinto Unified	San Jacinto Valley Academy	21	0	1	0	2	1	10	0	0	35	1415
33736760000000	Riverside	Coachella Valley Unified	District Office	0	0	0	0	0	0	0	0	0	0	1415
33736760100255	Riverside	Coachella Valley Unified	Desert Mirage High	149	0	1	0	0	0	0	0	0	150	1415
33736760121673	Riverside	Coachella Valley Unified	NOVA Academy - Coachella	10	0	0	0	0	0	0	0	0	10	1415
33736763330032	Riverside	Coachella Valley Unified	La Familia Continuation High	0	0	0	0	0	0	0	0	0	0	1415
33736763330354	Riverside	Coachella Valley Unified	West Shores High	24	0	0	0	0	0	0	0	0	24	1415
33736763330990	Riverside	Coachella Valley Unified	Coachella Valley High	163	0	0	0	3	0	1	0	1	168	1415
33751760107920	Riverside	Lake Elsinore Unified	Lakeside High	94	0	2	0	4	12	40	2	0	154	1415
33751760116343	Riverside	Lake Elsinore Unified	Keith McCarthy Academy	0	0	0	0	0	0	0	0	0	0	1415
33751760124859	Riverside	Lake Elsinore Unified	Southern California Online Academy	0	0	0	0	0	0	0	0	0	0	1415
33751763330115	Riverside	Lake Elsinore Unified	Ortega High	0	0	0	0	0	0	0	0	0	0	1415
33751763330487	Riverside	Lake Elsinore Unified	Temescal Canyon High	65	0	16	2	6	5	84	1	0	179	1415
33751763332350	Riverside	Lake Elsinore Unified	Elsinore High	53	1	5	0	4	12	53	2	0	130	1415
33751920000001	Riverside	Temecula Valley Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
33751920105734	Riverside	Temecula Valley Unified	Great Oak High	148	13	28	4	35	21	297	37	1	584	1415
33751923330370	Riverside	Temecula Valley Unified	Temecula Valley High	104	5	17	2	32	16	229	19	5	429	1415
33751923330495	Riverside	Temecula Valley Unified	Rancho Vista High	0	0	0	0	0	0	0	0	0	0	1415
33751923330636	Riverside	Temecula Valley Unified	Susan H. Nelson	2	0	0	0	0	0	3	0	0	5	1415
33751923330743	Riverside	Temecula Valley Unified	Chaparral High	161	3	25	2	41	24	192	22	0	470	1415
33751923330917	Riverside	Temecula Valley Unified	Temecula Preparatory	17	0	3	0	2	3	23	2	0	50	1415
33752000100420	Riverside	Murrieta Valley Unified	Vista Murrieta High	112	2	35	5	34	28	161	17	0	394	1415
33752000102079	Riverside	Murrieta Valley Unified	Tenaja Canyon Academy	0	0	0	0	0	0	3	1	0	4	1415
33752000118794	Riverside	Murrieta Valley Unified	Murrieta Mesa High	76	2	20	1	9	23	112	12	0	255	1415
33752003330529	Riverside	Murrieta Valley Unified	Murrieta Valley High	79	2	40	0	12	12	198	10	0	353	1415
33752003330644	Riverside	Murrieta Valley Unified	Creekside High	1	0	0	0	0	0	0	0	0	1	1415
33752420109108	Riverside	Val Verde Unified	Citrus Hill High	264	0	5	0	1	30	20	3	0	323	1415
33752420123190	Riverside	Val Verde Unified	Val Verde Academy	1	0	0	0	0	0	1	0	0	2	1415
33752423330552	Riverside	Val Verde Unified	Rancho Verde High	236	0	10	2	25	92	21	6	2	394	1415
33752423330560	Riverside	Val Verde Unified	Val Verde High	0	0	0	0	0	0	0	0	0	0	1415
34103480106229	Sacramento	Sacramento County Office of Education	Palmiter Special Education	0	0	0	0	0	0	0	0	0	0	1415
34103480106237	Sacramento	Sacramento County Office of Education	Elinor Lincoln Hickey Jr./Sr. High	0	0	0	0	0	0	0	0	0	0	1415
34103480106245	Sacramento	Sacramento County Office of Education	North Area Community	0	0	0	0	0	0	0	0	0	0	1415
34103480106278	Sacramento	Sacramento County Office of Education	El Centro Jr./Sr. High	0	0	0	0	0	0	0	0	0	0	1415
34103480106286	Sacramento	Sacramento County Office of Education	Morgan Jr./Sr. High	0	0	0	0	0	0	0	0	0	0	1415
34103480106302	Sacramento	Sacramento County Office of Education	Sacramento County ED Special Education	0	0	0	0	0	0	0	0	0	0	1415
34103480118745	Sacramento	Sacramento County Office of Education	Gerber Jr./Sr. High	0	0	0	0	0	0	0	0	0	0	1415
34322760330027	Sacramento	California Education Authority (CEA) Headquarters	Pine Grove Youth Conservation Camp	0	0	0	0	0	0	0	0	0	0	1415
34322763931250	Sacramento	California Education Authority (CEA) Headquarters	Johanna Boss High	0	0	0	0	0	0	0	0	0	0	1415
34322763990025	Sacramento	California Education Authority (CEA) Headquarters	N.A. Chaderjian High	0	0	0	0	0	0	0	0	0	0	1415
34322765637780	Sacramento	California Education Authority (CEA) Headquarters	Mary B. Perry High	0	0	0	0	0	0	0	0	0	0	1415
34673140000001	Sacramento	Elk Grove Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
34673140105916	Sacramento	Elk Grove Unified	Monterey Trail High	59	1	139	8	27	41	13	19	0	307	1415
34673140108753	Sacramento	Elk Grove Unified	Pleasant Grove High	54	2	84	2	21	28	167	15	2	375	1415
34673140116897	Sacramento	Elk Grove Unified	Cosumnes Oaks High	57	0	40	4	28	45	109	13	0	296	1415
34673143430170	Sacramento	Elk Grove Unified	Valley High	44	0	45	6	12	19	4	0	0	130	1415
34673143430311	Sacramento	Elk Grove Unified	Calvine High	0	0	0	0	0	0	0	0	0	0	1415
34673143430329	Sacramento	Elk Grove Unified	Rio Cazadero High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
34673143430352	Sacramento	Elk Grove Unified	Las Flores High (Alternative)	0	0	0	0	0	0	0	0	0	0	1415
34673143430477	Sacramento	Elk Grove Unified	Florin High	24	0	86	5	5	9	2	1	0	132	1415
34673143430592	Sacramento	Elk Grove Unified	Laguna Creek High	51	2	63	5	23	40	57	8	0	249	1415
34673143430618	Sacramento	Elk Grove Unified	Sheldon High	39	2	99	7	14	22	57	7	0	247	1415
34673143430873	Sacramento	Elk Grove Unified	Franklin High	66	4	184	8	63	50	100	17	0	492	1415
34673143432002	Sacramento	Elk Grove Unified	Daylor (William) High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
34673143432572	Sacramento	Elk Grove Unified	Elk Grove High	45	2	21	2	11	15	117	6	0	219	1415
34673146112254	Sacramento	Elk Grove Unified	Elk Grove Charter	0	0	0	0	0	0	0	0	0	0	1415
34673300000001	Sacramento	Folsom-Cordova Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1415
34673300113571	Sacramento	Folsom-Cordova Unified	Vista del Lago High	14	1	26	3	4	5	161	1	0	215	1415
34673303430501	Sacramento	Folsom-Cordova Unified	Walnutwood High (Independent Study)	0	0	0	0	0	0	2	0	0	2	1415
34673303430709	Sacramento	Folsom-Cordova Unified	Folsom Lake High	0	0	0	0	0	0	0	0	0	0	1415
34673303431533	Sacramento	Folsom-Cordova Unified	Cordova High	11	0	12	0	8	8	52	1	0	92	1415
34673303433216	Sacramento	Folsom-Cordova Unified	Folsom High	28	2	62	3	8	9	185	4	0	301	1415
34673303434792	Sacramento	Folsom-Cordova Unified	Kinney High (Continuation)	0	0	0	0	0	0	0	0	0	0	1415
